ship_mode,segment,country,city,state,postal_code,region,category,sub-category,sales,quantity,discount,profit,profit_margin
Standard Class,Consumer,United States,New York City,New York,10035,east,technology,Accessories,99.6,1,0.0,36.852,0.37
Standard Class,Consumer,United States,New York City,New York,10035,east,office supplies,Binders,62.296,13,0.2,21.0249,0.34
Standard Class,Consumer,United States,New York City,New York,10035,east,office supplies,Art,10.71,3,0.0,2.7846,0.26
Standard Class,Home Office,United States,Houston,Texas,77041,central,office supplies,Envelopes,20.936,1,0.2,7.0659,0.34
Standard Class,Corporate,United States,New York City,New York,10035,east,technology,Phones,33.0,6,0.0,8.25,0.25
Standard Class,Corporate,United States,New York City,New York,10035,east,technology,Accessories,249.95,5,0.0,87.4825,0.35
Standard Class,Home Office,United States,Olathe,Kansas,66062,central,office supplies,Supplies,357.93,3,0.0,7.1586,0.02
Standard Class,Home Office,United States,Olathe,Kansas,66062,central,technology,Accessories,57.4,5,0.0,10.906,0.19
Standard Class,Home Office,United States,Olathe,Kansas,66062,central,office supplies,Binders,331.96,2,0.0,149.382,0.45
Standard Class,Home Office,United States,Olathe,Kansas,66062,central,furniture,Furnishings,40.56,2,0.0,12.9792,0.32
Standard Class,Home Office,United States,Sparks,Nevada,89431,west,office supplies,Supplies,86.2,5,0.0,24.998,0.29
Standard Class,Corporate,United States,Rockford,Illinois,61107,central,office supplies,Paper,38.016,6,0.2,13.7808,0.36
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,east,office supplies,Storage,8.384,1,0.2,0.7336,0.09
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,east,office supplies,Art,6.848,2,0.2,0.7704,0.11
Standard Class,Consumer,United States,Edmonds,Washington,98026,west,office supplies,Fasteners,19.6,5,0.0,9.604,0.49
Standard Class,Consumer,United States,Edmonds,Washington,98026,west,furniture,Furnishings,68.46,2,0.0,20.538,0.3
Second Class,Consumer,United States,San Francisco,California,94122,west,office supplies,Binders,13.344,6,0.2,4.3368,0.32
Second Class,Consumer,United States,San Francisco,California,94122,west,furniture,Tables,1478.272,8,0.2,92.392,0.06
Standard Class,Corporate,United States,Asheville,North Carolina,28806,south,office supplies,Storage,16.272,1,0.2,-3.8646,-0.24
Standard Class,Consumer,United States,Los Angeles,California,90032,west,furniture,Furnishings,9.24,3,0.0,4.4352,0.48
First Class,Consumer,United States,Scottsdale,Arizona,85254,west,office supplies,Binders,32.34,10,0.7,-23.716,-0.73
First Class,Consumer,United States,Scottsdale,Arizona,85254,west,office supplies,Paper,56.064,4,0.2,19.6224,0.35
First Class,Consumer,United States,Scottsdale,Arizona,85254,west,office supplies,Envelopes,108.72,5,0.2,36.693,0.34
First Class,Consumer,United States,Scottsdale,Arizona,85254,west,furniture,Bookcases,181.47,5,0.7,-320.597,-1.77
Second Class,Consumer,United States,Houston,Texas,77095,central,office supplies,Paper,16.176,3,0.2,6.066,0.38
Standard Class,Consumer,United States,San Francisco,California,94109,west,furniture,Chairs,122.352,3,0.2,13.7646,0.11
First Class,Home Office,United States,San Diego,California,92105,west,furniture,Chairs,585.552,3,0.2,73.194,0.12
First Class,Home Office,United States,San Diego,California,92105,west,office supplies,Paper,19.44,3,0.0,9.3312,0.48
Standard Class,Consumer,United States,Hamilton,Ohio,45011,east,office supplies,Appliances,123.92,5,0.2,9.294,0.08
Standard Class,Consumer,United States,Parker,Colorado,80134,west,furniture,Furnishings,13.36,5,0.2,4.008,0.3
Standard Class,Consumer,United States,Parker,Colorado,80134,west,office supplies,Storage,78.256,2,0.2,-17.6076,-0.22
Standard Class,Consumer,United States,Parker,Colorado,80134,west,furniture,Bookcases,102.018,7,0.7,-183.6324,-1.8
Same Day,Corporate,United States,Fremont,Nebraska,68025,central,office supplies,Storage,750.68,2,0.0,37.534,0.05
First Class,Home Office,United States,Maple Grove,Minnesota,55369,central,office supplies,Labels,44.4,3,0.0,22.2,0.5
First Class,Home Office,United States,Maple Grove,Minnesota,55369,central,office supplies,Storage,84.55,5,0.0,22.8285,0.27
First Class,Home Office,United States,Maple Grove,Minnesota,55369,central,office supplies,Paper,17.94,3,0.0,8.7906,0.49
Standard Class,Consumer,United States,Newark,Delaware,19711,east,office supplies,Binders,128.4,3,0.0,62.916,0.49
Standard Class,Corporate,United States,Miami,Florida,33180,south,office supplies,Binders,1.869,1,0.7,-1.3083,-0.7
Standard Class,Corporate,United States,San Diego,California,92105,west,technology,Phones,103.192,1,0.2,11.6091,0.11
Standard Class,Corporate,United States,San Diego,California,92105,west,technology,Accessories,36.0,2,0.0,6.48,0.18
Standard Class,Corporate,United States,San Diego,California,92105,west,technology,Accessories,239.96,4,0.0,115.1808,0.48
Standard Class,Corporate,United States,San Diego,California,92105,west,office supplies,Storage,40.68,2,0.0,0.4068,0.01
Standard Class,Consumer,United States,Miami,Florida,33142,south,furniture,Chairs,419.136,4,0.2,-68.1096,-0.16
Standard Class,Consumer,United States,Miami,Florida,33178,south,office supplies,Envelopes,23.472,3,0.2,7.6284,0.32
Standard Class,Home Office,United States,San Antonio,Texas,78207,central,office supplies,Binders,3.592,4,0.8,-6.286,-1.75
Second Class,Corporate,United States,Jacksonville,Florida,32216,south,technology,Phones,23.976,3,0.2,-5.6943,-0.24
Second Class,Corporate,United States,Jacksonville,Florida,32216,south,office supplies,Labels,6.264,3,0.2,2.0358,0.32
Second Class,Corporate,United States,Jacksonville,Florida,32216,south,office supplies,Appliances,20.808,3,0.2,1.8207,0.09
Second Class,Corporate,United States,Jacksonville,Florida,32216,south,furniture,Chairs,218.352,3,0.2,-19.1058,-0.09
First Class,Consumer,United States,Houston,Texas,77070,central,office supplies,Storage,18.16,2,0.2,1.816,0.1
Same Day,Home Office,United States,San Francisco,California,94122,west,office supplies,Supplies,7.36,2,0.0,0.1472,0.02
Same Day,Home Office,United States,San Francisco,California,94122,west,office supplies,Labels,41.4,4,0.0,19.872,0.48
Same Day,Home Office,United States,San Francisco,California,94122,west,furniture,Bookcases,411.332,4,0.15,-4.8392,-0.01
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,east,office supplies,Binders,7.656,4,0.7,-6.1248,-0.8
Standard Class,Consumer,United States,Marion,Ohio,43302,east,technology,Accessories,63.92,2,0.2,19.176,0.3
Second Class,Consumer,United States,New York City,New York,10024,east,office supplies,Art,6.56,2,0.0,1.9024,0.29
Second Class,Consumer,United States,New York City,New York,10024,east,office supplies,Labels,7.83,3,0.0,3.6018,0.46
Second Class,Consumer,United States,New York City,New York,10024,east,technology,Accessories,41.9,2,0.0,8.799,0.21
Second Class,Consumer,United States,New York City,New York,10024,east,furniture,Chairs,664.146,6,0.1,88.5528,0.13
Second Class,Consumer,United States,New York City,New York,10024,east,office supplies,Paper,8.96,2,0.0,4.3904,0.49
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,east,furniture,Furnishings,3.312,1,0.2,0.6624,0.2
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,east,office supplies,Appliances,20.136,3,0.2,1.2585,0.06
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,east,office supplies,Envelopes,8.856,3,0.2,2.8782,0.32
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,east,technology,Phones,859.2,4,0.4,-186.16,-0.22
Same Day,Consumer,United States,Los Angeles,California,90036,west,office supplies,Paper,61.96,2,0.0,27.882,0.45
Standard Class,Consumer,United States,Smyrna,Georgia,30080,south,office supplies,Envelopes,17.92,4,0.0,8.6016,0.48
Standard Class,Consumer,United States,San Francisco,California,94122,west,furniture,Furnishings,145.9,5,0.0,62.737,0.43
Standard Class,Consumer,United States,Chicago,Illinois,60653,central,office supplies,Paper,56.704,2,0.2,19.1376,0.34
Standard Class,Consumer,United States,Chicago,Illinois,60653,central,technology,Phones,11.12,2,0.2,3.475,0.31
Standard Class,Consumer,United States,Medford,Oregon,97504,west,office supplies,Paper,32.896,4,0.2,11.1024,0.34
Standard Class,Consumer,United States,Medford,Oregon,97504,west,office supplies,Paper,22.776,3,0.2,7.6869,0.34
First Class,Consumer,United States,New York City,New York,10009,east,technology,Phones,239.97,3,0.0,2.3997,0.01
First Class,Consumer,United States,New York City,New York,10009,east,office supplies,Appliances,160.32,2,0.0,44.8896,0.28
First Class,Consumer,United States,New York City,New York,10009,east,technology,Phones,128.85,3,0.0,3.8655,0.03
Second Class,Corporate,United States,Huntsville,Alabama,35810,south,technology,Accessories,1319.96,4,0.0,527.984,0.4
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,east,furniture,Chairs,239.96,10,0.3,-10.284,-0.04
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,east,furniture,Furnishings,54.768,2,0.2,6.846,0.12
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,east,office supplies,Art,13.392,3,0.2,3.1806,0.24
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,east,office supplies,Paper,23.92,5,0.2,8.671,0.36
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,east,technology,Accessories,255.968,4,0.2,-28.7964,-0.11
First Class,Consumer,United States,Santa Clara,California,95051,west,office supplies,Binders,21.552,6,0.2,7.0044,0.32
First Class,Consumer,United States,Santa Clara,California,95051,west,office supplies,Appliances,58.24,4,0.0,15.7248,0.27
First Class,Home Office,United States,Long Beach,California,90805,west,office supplies,Paper,80.28,12,0.0,36.9288,0.46
Standard Class,Corporate,United States,Los Angeles,California,90008,west,office supplies,Art,9.78,2,0.0,4.0098,0.41
Standard Class,Home Office,United States,Santa Barbara,California,93101,west,office supplies,Fasteners,1.81,1,0.0,0.6516,0.36
First Class,Home Office,United States,New York City,New York,10009,east,office supplies,Paper,37.94,2,0.0,18.2112,0.48
Standard Class,Corporate,United States,Jacksonville,Florida,32216,south,technology,Phones,79.96,5,0.2,27.986,0.35
Standard Class,Corporate,United States,Cedar Hill,Texas,75104,central,office supplies,Paper,115.296,3,0.2,40.3536,0.35
Standard Class,Consumer,United States,Omaha,Nebraska,68104,central,technology,Phones,2479.96,4,0.0,743.988,0.3
First Class,Consumer,United States,Little Rock,Arkansas,72209,south,technology,Accessories,179.94,6,0.0,75.5748,0.42
First Class,Consumer,United States,Little Rock,Arkansas,72209,south,technology,Accessories,26.85,3,0.0,5.1015,0.19
First Class,Consumer,United States,Little Rock,Arkansas,72209,south,technology,Accessories,323.37,3,0.0,129.348,0.4
First Class,Consumer,United States,Little Rock,Arkansas,72209,south,office supplies,Paper,59.94,3,0.0,28.1718,0.47
First Class,Consumer,United States,Little Rock,Arkansas,72209,south,office supplies,Binders,64.14,3,0.0,30.7872,0.48
First Class,Consumer,United States,Little Rock,Arkansas,72209,south,office supplies,Binders,11.67,3,0.0,5.6016,0.48
First Class,Consumer,United States,Little Rock,Arkansas,72209,south,office supplies,Paper,12.96,2,0.0,6.2208,0.48
Standard Class,Consumer,United States,Norfolk,Nebraska,68701,central,office supplies,Binders,17.43,3,0.0,8.0178,0.46
Standard Class,Consumer,United States,Chicago,Illinois,60653,central,furniture,Chairs,181.986,2,0.3,-54.5958,-0.3
Standard Class,Consumer,United States,Chicago,Illinois,60653,central,office supplies,Binders,1.592,2,0.8,-2.6268,-1.65
Standard Class,Consumer,United States,Chicago,Illinois,60653,central,office supplies,Supplies,22.344,3,0.2,2.5137,0.11
Standard Class,Corporate,United States,Tucson,Arizona,85705,west,furniture,Tables,455.97,6,0.5,-218.8656,-0.48
Standard Class,Corporate,United States,Tucson,Arizona,85705,west,office supplies,Binders,10.44,6,0.7,-7.656,-0.73
Standard Class,Corporate,United States,Tucson,Arizona,85705,west,office supplies,Binders,5.214,2,0.7,-4.1712,-0.8
Standard Class,Home Office,United States,Concord,New Hampshire,3301,east,office supplies,Storage,67.4,5,0.0,17.524,0.26
First Class,Consumer,United States,Draper,Utah,84020,west,furniture,Furnishings,25.16,2,0.0,10.5672,0.42
First Class,Consumer,United States,Draper,Utah,84020,west,technology,Phones,126.56,4,0.2,47.46,0.38
First Class,Consumer,United States,San Francisco,California,94109,west,office supplies,Appliances,43.68,3,0.0,11.7936,0.27
First Class,Consumer,United States,San Francisco,California,94109,west,technology,Accessories,139.93,7,0.0,34.9825,0.25
Standard Class,Corporate,United States,Houston,Texas,77036,central,office supplies,Art,2.672,1,0.2,0.334,0.12
Standard Class,Corporate,United States,Houston,Texas,77036,central,office supplies,Supplies,16.656,6,0.2,-3.123,-0.19
Standard Class,Corporate,United States,Houston,Texas,77036,central,technology,Accessories,79.512,3,0.2,20.8719,0.26
Standard Class,Corporate,United States,Houston,Texas,77036,central,office supplies,Paper,36.288,7,0.2,12.7008,0.35
Standard Class,Corporate,United States,Houston,Texas,77036,central,furniture,Bookcases,67.9932,1,0.32,-12.9987,-0.19
Second Class,Corporate,United States,Montgomery,Alabama,36116,south,furniture,Furnishings,10.16,2,0.0,3.4544,0.34
Standard Class,Corporate,United States,Jackson,Mississippi,39212,south,furniture,Furnishings,6.16,2,0.0,1.9712,0.32
Standard Class,Corporate,United States,Jackson,Mississippi,39212,south,office supplies,Art,56.3,2,0.0,15.764,0.28
Standard Class,Consumer,United States,North Las Vegas,Nevada,89031,west,office supplies,Paper,6.48,1,0.0,3.1104,0.48
Standard Class,Consumer,United States,North Las Vegas,Nevada,89031,west,office supplies,Storage,1325.85,5,0.0,238.653,0.18
Standard Class,Consumer,United States,North Las Vegas,Nevada,89031,west,office supplies,Labels,14.94,3,0.0,6.8724,0.46
Second Class,Corporate,United States,Atlanta,Georgia,30318,south,office supplies,Binders,34.54,1,0.0,17.27,0.5
Second Class,Corporate,United States,Atlanta,Georgia,30318,south,technology,Copiers,2999.95,5,0.0,1439.976,0.48
Second Class,Corporate,United States,Atlanta,Georgia,30318,south,office supplies,Binders,64.12,4,0.0,30.7776,0.48
Same Day,Home Office,United States,Chicago,Illinois,60610,central,office supplies,Art,19.456,4,0.2,2.1888,0.11
Same Day,Home Office,United States,Chicago,Illinois,60610,central,technology,Machines,209.986,2,0.3,8.9994,0.04
Same Day,Home Office,United States,Chicago,Illinois,60610,central,office supplies,Art,29.76,5,0.2,1.86,0.06
Same Day,Home Office,United States,Chicago,Illinois,60610,central,furniture,Chairs,89.768,1,0.3,-2.5648,-0.03
Same Day,Home Office,United States,Chicago,Illinois,60610,central,technology,Copiers,959.984,2,0.2,335.9944,0.35
Same Day,Home Office,United States,Chicago,Illinois,60610,central,office supplies,Paper,15.552,3,0.2,5.6376,0.36
Same Day,Home Office,United States,Chicago,Illinois,60610,central,technology,Phones,34.36,1,0.2,-7.3015,-0.21
Standard Class,Corporate,United States,Columbus,Ohio,43229,east,office supplies,Paper,98.376,3,0.2,35.6613,0.36
Standard Class,Corporate,United States,Columbus,Ohio,43229,east,office supplies,Binders,29.94,4,0.7,-23.952,-0.8
Standard Class,Corporate,United States,Columbus,Ohio,43229,east,office supplies,Paper,17.472,3,0.2,5.6784,0.32
Standard Class,Corporate,United States,Columbus,Ohio,43229,east,technology,Phones,36.738,1,0.4,-9.1845,-0.25
Standard Class,Corporate,United States,Columbus,Ohio,43229,east,technology,Phones,179.94,2,0.4,-44.985,-0.25
Standard Class,Consumer,United States,Pasadena,California,91104,west,furniture,Furnishings,383.64,6,0.0,122.7648,0.32
Standard Class,Consumer,United States,Pasadena,California,91104,west,office supplies,Appliances,56.52,3,0.0,15.8256,0.28
